id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,rating,bedrooms,beds,baths
1312228,Rental unit in Brooklyn,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55.0,30,3,5.0,1,1,Not specified
45277537,Rental unit in New York,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76661,-73.9881,Entire home/apt,144.0,30,9,4.67,2,1,1
971353993633883038,Rental unit in New York,528871354,Joshua,Manhattan,Chelsea,40.75076357257111,-73.99460514502687,Entire home/apt,187.0,2,6,4.17,1,2,1
3857863,Rental unit in New York,19902271,John And Catherine,Manhattan,Washington Heights,40.8356,-73.9425,Private room,120.0,30,156,4.64,1,1,1
40896611,Condo in New York,61391963,Stay With Vibe,Manhattan,Murray Hill,40.75112,-73.9786,Entire home/apt,85.0,30,11,4.91,Studio,1,1
49584983,Rental unit in New York,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.75995,-73.99296,Entire home/apt,115.0,30,5,5.0,1,1,1
45457047,Rental unit in New York,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76737,-73.98787,Entire home/apt,105.0,30,3,4.33,Studio,1,1
45847112,Rental unit in New York,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76519,-73.99013,Entire home/apt,130.0,30,10,4.50,2,2,1
19280212,Rental unit in Brooklyn,2526182,Margaux,Brooklyn,Williamsburg,40.71153,-73.95312,Private room,90.0,30,19,4.79,1,1,1
895681617796889995,Rental unit in Brooklyn,14251313,Kristin,Brooklyn,Sunset Park,40.65891327003646,-73.9895897321432,Entire home/apt,292.0,30,12,4.67,1,1,1
17367484,Rental unit in Queens,84109314,Mary,Queens,Astoria,40.76068,-73.90926,Private room,120.0,30,1,No rating,1,2,1
22066430,Rental unit in Brooklyn,20604809,Houman,Brooklyn,Williamsburg,40.7132,-73.96176,Entire home/apt,160.0,30,49,4.71,Studio,1,1
929978463825862773,Rental unit in New York,21662972,Youning,Manhattan,Financial District,40.709993540875125,-74.00499963435044,Entire home/apt,100.0,30,1,No rating,1,1,1
26448665,Rental unit in Queens,38713773,Fabrizio,Queens,Sunnyside,40.74347,-73.91396,Private room,70.0,30,1,No rating,1,1,1
28224871,Rental unit in New York,187148732,Yehudah,Manhattan,Washington Heights,40.83969,-73.93861,Entire home/apt,164.0,30,5,3.20,2,3,1
29923599,Serviced apartment in New York City,220229838,Chamber Hotel,Manhattan,Midtown,40.76176,-73.97659,Hotel room,1000.0,30,1,No rating,Studio,2,1
23053827,Home in East Elmhurst,171107511,Paola,Queens,East Elmhurst,40.76529,-73.86361,Private room,45.0,30,1,No rating,1,1,1
34718504,Condo in New York,6674394,Eri,Manhattan,Upper West Side,40.79283,-73.9719,Entire home/apt,425.0,180,1,No rating,2,2,2
39022484,Serviced apartment in New York,241889662,Incentra Village Guest House,Manhattan,West Village,40.73888,-74.00343,Private room,196.0,30,5,4.80,1,1,1
34511726,Rental unit in Brooklyn,260475429,Zahira,Brooklyn,Kensington,40.64304,-73.97964,Entire home/apt,120.0,30,26,4.65,1,1,1
35376453,Rental unit in Brooklyn,234383668,Federica,Brooklyn,Williamsburg,40.71336,-73.95495,Entire home/apt,100.0,30,1,No rating,1,2,1
34621385,Rental unit in Brooklyn,3899139,David,Brooklyn,Bushwick,40.70477,-73.92671,Entire home/apt,220.0,30,12,5.0,2,2,1
36819630,Rental unit in Brooklyn,188207570,Claire,Brooklyn,Red Hook,40.67673,-74.00194,Entire home/apt,84.0,30,4,4.75,1,1,1
35574095,Rental unit in New York,7258900,Jill,Manhattan,Tribeca,40.71446,-74.00826,Private room,200.0,30,1,No rating,1,1,1
950726818995939836,Hotel in New York,215565541,LuxUrban,Manhattan,Hell's Kitchen,40.76034569999999,-73.9877968,Private room,261.0,1,2,No rating,1,1,1
40658238,Townhouse in Queens,150022684,Hoang,Queens,Woodside,40.74376,-73.90008,Private room,85.0,30,1,No rating,1,2,1
39558009,Rental unit in New York,303941435,David,Manhattan,Roosevelt Island,40.76381,-73.94959,Private room,70.0,30,1,No rating,1,1,1.5
39899915,Rental unit in The Bronx,307330962,Juan,Bronx,Concourse Village,40.82859,-73.91957,Private room,60.0,30,9,4.89,1,1,1
7070705,Rental unit in Brooklyn,37072479,Joseph,Brooklyn,Williamsburg,40.71905,-73.95937,Private room,90.0,30,7,4.43,1,1,1
593512409390835064,Rental unit in New York,4068562,Dominique,Manhattan,Harlem,40.82378,-73.9508,Entire home/apt,75.0,30,2,No rating,1,1,1
45938560,Rental unit in Brooklyn,6913051,Ivan,Brooklyn,Williamsburg,40.71265,-73.96539,Private room,106.0,30,8,5.0,1,1,1
46156111,Rental unit in Brooklyn,3223938,Eugene,Brooklyn,Flatbush,40.65442,-73.95565,Private room,36.0,90,1,No rating,1,1,2
952770872245256198,Hotel in Brooklyn,215565541,LuxUrban,Brooklyn,Williamsburg,40.707258,-73.93397209999999,Private room,220.0,1,3,4.33,1,1,1
48194167,Rental unit in The Bronx,388818764,Mildred,Bronx,University Heights,40.85615,-73.9152,Private room,55.0,30,2,No rating,1,1,1
661761693245194085,Home in Queens,45400201,Shauna,Queens,Flushing,40.75972,-73.81527,Private room,69.0,30,28,4.82,1,1,1
235951,Condo in New York,1236070,Daniel,Manhattan,Midtown,40.75408,-73.97071,Entire home/apt,188.0,30,155,4.69,1,1,1
48298348,Rental unit in Queens,309612914,Abeer,Queens,East Elmhurst,40.76366,-73.86133,Private room,99.0,30,6,5.0,1,1,1
367810,Loft in Brooklyn,1728785,Veronika,Brooklyn,Greenpoint,40.73626,-73.95634,Private room,180.0,30,11,5.0,2,1,1
271694,Rental unit in New York,1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125.0,365,19,4.11,1,1,1
13213869,Rental unit in New York,38284609,Emily,Manhattan,Washington Heights,40.84387,-73.94179,Private room,85.0,30,10,4.90,1,1,1.5
13325767,Rental unit in Brooklyn,10864311,Habib,Brooklyn,Clinton Hill,40.69257,-73.96887,Private room,75.0,30,9,4.33,1,1,1
48676880,Rental unit in Queens,349342033,Andrea,Queens,Ridgewood,40.70349,-73.90875,Private room,100.0,30,1,No rating,1,1,1
47942202,Home in Brooklyn,43825074,Masud,Brooklyn,Cypress Hills,40.68693,-73.87378,Private room,38.0,30,4,4.50,1,1,1
881361770950607277,Home in Queens,500477805,Rebecca,Queens,Flushing,40.75713694266302,-73.81348864217891,Private room,121.0,30,3,4.67,Studio,3,1
39125813,Rental unit in Staten Island,77290831,Nas,Staten Island,Prince's Bay,40.52339,-74.20517,Entire home/apt,118.0,30,3,5.0,1,3,1
1126944,Home in Brooklyn,128663,Tina,Brooklyn,Kensington,40.63866,-73.9715,Entire home/apt,109.0,30,3,4.67,3,5,3
53832868,Home in Staten Island,39553567,Bianca,Staten Island,Port Richmond,40.62866,-74.14578,Entire home/apt,75.0,30,35,4.74,1,2,1
1027808,Loft in New York,5655889,East Village Loft,Manhattan,East Village,40.72154,-73.98174,Entire home/apt,450.0,30,54,4.87,2,1,2
1203627,Rental unit in Long Island City,6455628,Teddy,Queens,Astoria,40.76299,-73.92416,Private room,90.0,30,3,3.67,1,1,1
1146653,Condo in New York,836168,Henry,Manhattan,Upper West Side,40.79296,-73.96499,Entire home/apt,1000.0,30,23,4.90,2,1,1
843491,Home in Queens,4241953,Celeste,Queens,Flushing,40.75869,-73.80992,Private room,98.0,30,12,4.75,1,1,1
20801864,Home in Bronx,77750223,Mercedes,Bronx,Clason Point,40.8159,-73.86486,Private room,114.0,30,15,4.87,2,1,1
3840324,Rental unit in Brooklyn,10366196,Matt,Brooklyn,Williamsburg,40.70824,-73.94681,Entire home/apt,120.0,30,18,4.94,1,1,1
4089102,Rental unit in Brooklyn,21183428,Jae,Brooklyn,Bedford-Stuyvesant,40.68401,-73.95626,Entire home/apt,170.0,30,298,4.66,2,2,1
847982758332013388,Home in Brooklyn,505586331,Lizeth,Brooklyn,Gravesend,40.6023553,-73.9902915,Private room,100.0,30,19,4.58,1,2,1
48851559,Rental unit in Queens,3711407,Andy,Queens,Long Island City,40.74726,-73.94574,Entire home/apt,168.0,30,1,No rating,1,1,1
48867046,Rental unit in New York,384559808,Best Inns USA,Manhattan,Gramercy,40.7338,-73.98532,Entire home/apt,80.0,30,8,5.0,Studio,1,1
3359510,Serviced apartment in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72623,-73.94128,Hotel room,135.0,30,21,4.95,Studio,2,1
724798950643635174,Rental unit in Brooklyn,29344465,Rondell,Brooklyn,East Flatbush,40.64546,-73.9429,Entire home/apt,100.0,30,50,4.78,1,1,1
3394517,Rental unit in New York,17125263,Mario,Manhattan,East Harlem,40.80303,-73.93888,Private room,49.0,30,83,4.75,3,1,1.5
681231713021457400,Rental unit in Brooklyn,132551372,Zhong Xuan,Brooklyn,Kensington,40.633670359069306,-73.97068361550586,Entire home/apt,120.0,30,23,4.83,2,3,1
49057864,Rental unit in New York,22103146,Kyra,Manhattan,Washington Heights,40.85373,-73.93614,Private room,65.0,30,1,No rating,1,1,1
43197566,Rental unit in Staten Island,338412156,Michael,Staten Island,St. George,40.64557,-74.08443,Entire home/apt,160.0,30,48,4.73,2,4,1
4847177,Condo in Brooklyn,24940913,Nina,Brooklyn,Boerum Hill,40.68574,-73.99055,Entire home/apt,140.0,30,1,No rating,2,2,1
807172063275763015,Home in Queens,496749638,B,Queens,South Ozone Park,40.66493199052873,-73.81553072356431,Entire home/apt,900.0,30,14,4.50,6,8,4
49124837,Hotel in New York,383332265,Tyler,Manhattan,Chelsea,40.74766,-73.99227,Private room,999.0,1,10,4.80,Studio,1,1
6523409,Rental unit in brooklyn,2124716,Jules,Brooklyn,Park Slope,40.66923,-73.98134,Private room,99.0,30,99,4.53,1,1,1
839839486162945362,Rental unit in Brooklyn,56410716,Robin,Brooklyn,Crown Heights,40.6782079578601,-73.95278473749403,Entire home/apt,95.0,30,1,No rating,1,3,1
648733025832739455,Rental unit in The Bronx,375297023,Andrew,Bronx,Wakefield,40.88353,-73.85161,Entire home/apt,123.0,30,27,4.15,1,1,1
702182051146913189,Home in Queens,183178516,Lucky Day Realty Corp.,Queens,Forest Hills,40.73234627912838,-73.84721231911035,Entire home/apt,418.0,30,1,No rating,3,6,1
722328771203163875,Rental unit in Queens,328093301,Sebastian,Queens,Springfield Gardens,40.67406,-73.76267,Private room,130.0,2,43,4.79,2,4,1
25476838,Rental unit in Bronx,78289814,Tamara,Bronx,North Riverdale,40.90341,-73.90199,Entire home/apt,130.0,30,46,5.0,1,2,1
702005190750685766,Rental unit in The Bronx,274452385,Koffi,Bronx,Belmont,40.85532,-73.88953,Entire home/apt,191.0,30,40,4.45,2,2,1
762599172570463796,Rental unit in Queens,102833442,Vixen,Queens,Corona,40.736906,-73.861374,Entire home/apt,60.0,30,12,4.58,Studio,2,1
620503641723291705,Rental unit in Bronx,97328229,Jaime,Bronx,Tremont,40.84208,-73.8911,Entire home/apt,120.0,30,5,5.0,2,3,1
995731222790857879,Home in Brooklyn,391579286,Avraham,Brooklyn,Flatbush,40.646408565462536,-73.95306680690926,Entire home/apt,460.0,2,6,4.67,5,9,3.5
49275777,Rental unit in Brooklyn,75248463,Jotham,Brooklyn,East Flatbush,40.64509,-73.94641,Entire home/apt,200.0,30,13,4.46,1,2,1
51425482,Condo in New York,380355687,Eddie,Manhattan,West Village,40.733143,-74.009605,Entire home/apt,200.0,700,7,4.86,1,1,1
564552665997526321,Rental unit in Queens,411757269,Javier,Queens,Elmhurst,40.73279,-73.87233,Private room,70.0,31,52,4.42,1,1,1
28838614,Rental unit in Queens,73638523,Stephany,Queens,Queens Village,40.72122,-73.75003,Entire home/apt,88.0,30,63,4.81,1,2,1
52553133,Rental unit in New York,423873487,Shoreham,Manhattan,Midtown,40.76301,-73.97743,Entire home/apt,174.0,1,25,3.84,1,1,1
52553514,Rental unit in New York,423873487,Shoreham,Manhattan,Midtown,40.76314,-73.97703,Entire home/apt,179.0,1,26,4.27,1,1,1
52553544,Rental unit in New York,423873487,Shoreham,Manhattan,Midtown,40.76344,-73.97524,Entire home/apt,172.0,1,38,4.21,1,1,1
49732450,Rental unit in Brooklyn,401096854,Jonatah,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91827,Private room,95.0,30,4,5.0,1,1,1
52566357,Condo in Brooklyn,24740457,Max,Brooklyn,Greenpoint,40.73261,-73.95662,Entire home/apt,125.0,60,43,4.93,1,1,1
50504090,Rental unit in Brooklyn,223558519,Tarrus,Brooklyn,Prospect-Lefferts Gardens,40.65823,-73.95602,Private room,50.0,30,70,4.61,1,1,1
50802956,Townhouse in New York,5406114,Tiffany,Manhattan,Harlem,40.81204,-73.94234,Private room,179.0,30,44,4.77,1,2,1
848096495893199846,Townhouse in Queens,19303369,Hiroki,Queens,Elmhurst,40.72826121795386,-73.87504157984996,Private room,30.0,30,2,No rating,1,1,1
15158194,Rental unit in New York,7245581,Michael,Manhattan,Washington Heights,40.83501,-73.93934,Entire home/apt,84.0,75,10,4.40,1,1,1
849085936171946701,Rental unit in Brooklyn,78469790,Gary,Brooklyn,Fort Greene,40.68794,-73.97203,Entire home/apt,120.0,30,1,No rating,1,1,1
945007284377459483,Rental unit in New York,528289924,Steven,Manhattan,Harlem,40.82022268787563,-73.9458042383194,Entire home/apt,74.0,30,1,No rating,1,1,1
1025490208137991575,Rental unit in New York,306654226,Vicky,Manhattan,Hell's Kitchen,40.75704,-73.99068,Entire home/apt,428.0,2,3,5.0,1,1,1
50915627,Condo in New York,594816,George,Manhattan,Chelsea,40.73867,-73.99878,Entire home/apt,275.0,30,4,4.75,1,1,1
51143675,Home in Brooklyn,411034737,Peter,Brooklyn,East Flatbush,40.6398509,-73.9366136,Entire home/apt,250.0,30,17,4.53,2,10,1
51901717,Rental unit in New York,4493085,Babak,Manhattan,Financial District,40.70401,-74.00919,Entire home/apt,325.0,30,2,No rating,1,1,1.5
51821915,Serviced apartment in New York,163251048,Global Luxury,Manhattan,Midtown,40.755878,-73.963348,Entire home/apt,348.0,30,1,No rating,1,2,1
51196430,Rental unit in Queens,395699445,Busra,Queens,Sunnyside,40.74431,-73.92326,Private room,56.0,30,1,No rating,1,1,1
53384597,Rental unit in Queens,123320165,Murah,Queens,Astoria,40.76769,-73.91048,Entire home/apt,120.0,30,1,No rating,1,1,1
9548422,Loft in Brooklyn,5053976,Una,Brooklyn,Bedford-Stuyvesant,40.68977,-73.95835,Private room,45.0,30,2,No rating,1,1,1
602019372802508438,Home in Bronx,156583372,Patrick,Bronx,Allerton,40.859352,-73.864983,Private room,45.0,30,17,4.94,1,1,1
681164404044413348,Rental unit in Brooklyn,19758179,Telmo,Brooklyn,Bushwick,40.70095,-73.91389,Entire home/apt,89.0,30,6,4.67,1,1,1
13187006,Rental unit in Queens,62668424,Tain,Queens,Sunnyside,40.7435,-73.915,Entire home/apt,116.0,30,24,4.58,1,3,1
9725508,Serviced apartment in Brooklyn,16437254,Benjamin,Brooklyn,Boerum Hill,40.68812,-73.9854,Entire home/apt,95.0,30,25,4.76,Studio,2,1
831167886889726935,Rental unit in Brooklyn,266577166,Jhoan,Brooklyn,Bushwick,40.69679,-73.91672,Private room,40.0,30,13,5.0,1,1,1
583428565614956095,Rental unit in New York,95303084,David,Manhattan,Upper West Side,40.78823,-73.96957,Entire home/apt,200.0,30,53,4.70,Studio,1,1
41567947,Rental unit in Brooklyn,327541101,Felicita,Brooklyn,Bushwick,40.70541,-73.92392,Entire home/apt,100.0,30,18,5.0,Studio,2,1
1001737519563399181,Rental unit in Brooklyn,32212,Rodney,Brooklyn,Bedford-Stuyvesant,40.68884467682968,-73.9303994005861,Entire home/apt,108.0,30,1,No rating,1,2,1
39702571,Rental unit in Brooklyn,165136941,Silvia,Brooklyn,Bedford-Stuyvesant,40.68561,-73.94407,Private room,123.0,1,51,4.86,1,1,1
42888442,Rental unit in New York,113723310,MyNyHousing,Manhattan,Upper East Side,40.77328,-73.95003,Entire home/apt,206.0,30,10,4.60,2,2,1
53662451,Rental unit in Brooklyn,14456700,Simone,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95666,Entire home/apt,225.0,30,1,No rating,1,1,1.5
898904640609152150,Rental unit in Brooklyn,3631391,Katy,Brooklyn,Bushwick,40.6882214,-73.9141898,Entire home/apt,103.0,30,28,4.96,2,3,1
945577590097526499,Home in Brooklyn,1637060,Caio,Brooklyn,Crown Heights,40.67764152475653,-73.94111200319608,Private room,80.0,30,1,No rating,1,1,1
46070335,Rental unit in Brooklyn,3223938,Eugene,Brooklyn,Bushwick,40.69005,-73.92008,Private room,35.0,90,1,No rating,1,1,2
26641779,Rental unit in Brooklyn,182152235,Tyrone,Brooklyn,Bedford-Stuyvesant,40.68834,-73.95842,Entire home/apt,350.0,30,124,4.94,2,2,1
43744465,Earthen home in Brooklyn,272888515,Mark,Brooklyn,Bedford-Stuyvesant,40.68295,-73.91738,Private room,75.0,30,1,No rating,1,2,1
83243,Rental unit in Brooklyn,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,77.0,30,248,4.43,1,2,1
592160838482377458,Guest suite in Brooklyn,114178652,Isabelle,Brooklyn,Bedford-Stuyvesant,40.68278,-73.94362,Entire home/apt,100.0,30,7,5.0,1,1,1
741856106447591515,Serviced apartment in New York,162280872,Urban Furnished,Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,119.0,30,2,No rating,Studio,1,1
648686501635596386,Rental unit in Brooklyn,458389211,Vernette,Brooklyn,Bedford-Stuyvesant,40.67985,-73.90589,Entire home/apt,145.0,30,26,4.69,3,3,1
32354513,Rental unit in Brooklyn,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,40.68358,-73.95284,Entire home/apt,107.0,1,223,4.64,Studio,2,1
809230341084700820,Rental unit in Brooklyn,61263200,Ethan,Brooklyn,Bedford-Stuyvesant,40.68305609999999,-73.92111349999999,Private room,49.0,30,1,No rating,1,1,1
51288172,Rental unit in New York,2788934,Andrew,Manhattan,Upper West Side,40.80007,-73.95926,Private room,83.0,30,3,5.0,1,1,1
49755231,Rental unit in Brooklyn,396629612,Outpost Club,Brooklyn,Williamsburg,40.71621,-73.95665,Private room,74.0,30,2,No rating,1,1,2
692125334129380493,Home in Queens,101491116,Tong,Queens,Richmond Hill,40.695188,-73.8350487,Private room,80.0,30,41,4.56,1,2,1.5
29990168,Rental unit in Brooklyn,9864136,Anthony,Brooklyn,Bushwick,40.68653,-73.91388,Entire home/apt,135.0,30,9,4.67,1,2,1
52855744,Loft in New York,7389352,Chris,Brooklyn,Greenpoint,40.72555,-73.95576,Entire home/apt,200.0,30,1,No rating,1,1,1
44189936,Rental unit in New York,2867137,Avi,Manhattan,Kips Bay,40.74293,-73.97318,Entire home/apt,175.0,30,2,No rating,1,1,1
836471236610126498,Condo in Brooklyn,385866112,Sooyoung,Brooklyn,Bushwick,40.6864157,-73.9095853,Entire home/apt,182.0,30,16,4.81,2,2,1
800975213816402823,Rental unit in New York,71400423,Maria,Manhattan,East Harlem,40.79398828561203,-73.94719684277997,Private room,29.0,30,5,3.60,1,1,1
17434977,Rental unit in Brooklyn,49704571,Krzysztof,Brooklyn,Greenpoint,40.7208,-73.94238,Entire home/apt,89.0,30,17,4.76,Studio,2,1
731800309107118826,Rental unit in Brooklyn,7777783,Emmanuel,Brooklyn,Williamsburg,40.70866,-73.95203,Private room,105.0,3,45,4.73,1,2,1
700850368069608837,Rental unit in Brooklyn,476583892,Gus,Brooklyn,Bushwick,40.6915,-73.9123,Private room,150.0,30,40,4.60,1,1,1.5
46695446,Rental unit in Brooklyn,9864136,Anthony,Brooklyn,Bushwick,40.68648,-73.9155,Private room,45.0,30,3,4.33,1,1,1.5
857967724039296308,Rental unit in New York,497746652,Leo,Manhattan,Morningside Heights,40.80277949637711,-73.95851182329305,Private room,40.0,30,3,3.0,1,1,1
661479822799553764,Rental unit in Brooklyn,177038905,Crystal,Brooklyn,Bedford-Stuyvesant,40.68456,-73.9201,Entire home/apt,167.0,30,11,3.82,3,3,2
923900704452428974,Rental unit in Brooklyn,22098752,Eric,Brooklyn,Bushwick,40.68278570973208,-73.9069326594472,Entire home/apt,110.0,30,2,No rating,1,1,1
875889124002067051,Serviced apartment in New York,162280872,Urban Furnished,Manhattan,Upper East Side,40.7742384,-73.9486798,Entire home/apt,167.0,30,1,No rating,2,3,1
53494944,Rental unit in Brooklyn,60666744,Amani,Brooklyn,Bushwick,40.68972,-73.91105,Private room,91.0,30,51,4.78,1,1,1
896536679580590826,Rental unit in Brooklyn,300387780,Tobias,Brooklyn,Williamsburg,40.71806,-73.95905,Private room,100.0,30,5,5.0,1,1,1
53364824,Rental unit in New York,42311387,Antoine,Manhattan,Upper East Side,40.77255,-73.94665,Entire home/apt,229.0,30,7,5.0,1,1,1
50652330,Serviced apartment in Brooklyn,3223938,Eugene,Brooklyn,Bushwick,40.68941,-73.91857,Private room,40.0,90,2,No rating,1,1,1
18971993,Rental unit in New York,128237188,Mante,Manhattan,East Harlem,40.79681,-73.94515,Private room,55.0,30,138,4.78,1,1,1
50971404,Rental unit in Brooklyn,3211428,Julia,Brooklyn,Bushwick,40.68776,-73.90614,Entire home/apt,205.0,30,31,4.90,3,6,1
792071572004799347,Rental unit in Brooklyn,493207893,Leo,Brooklyn,Williamsburg,40.70709674077416,-73.94905173931755,Private room,59.0,30,1,No rating,1,1,2
993472908889992230,Rental unit in New York,3660702,Greg,Manhattan,Chelsea,40.74612141705314,-73.9925068245877,Private room,50.0,1,5,4.60,3,1,3
53340040,Rental unit in Brooklyn,31522757,Willy,Brooklyn,Williamsburg,40.70662,-73.94778,Entire home/apt,130.0,30,3,5.0,1,1,1
706103073370158062,Rental unit in New York,475127789,Deniz,Manhattan,Harlem,40.8016737387895,-73.9589818561241,Private room,50.0,30,66,4.86,1,1,1
1016229130708200152,Home in New York,544652279,Rop,Manhattan,Harlem,40.81167171519237,-73.94215547270929,Private room,85.0,1,10,4.40,1,1,1
549267401307239917,Rental unit in New York,345938275,Outpost Club,Manhattan,East Harlem,40.79024,-73.94791,Private room,41.0,30,1,No rating,1,1,1
670935545121631494,Rental unit in New York,47119244,Bacho,Manhattan,East Harlem,40.795567499195165,-73.95002257937621,Private room,115.0,30,5,5.0,1,1,1
50879115,Rental unit in New York,360780711,Sia,Manhattan,Harlem,40.80045,-73.9538,Private room,88.0,30,109,4.87,1,1,1
48547934,Home in Brooklyn,28722667,Qudsia,Brooklyn,Flatlands,40.62478,-73.92881,Private room,29.0,30,18,4.33,1,1,1.5
51966299,Boutique hotel in New York,395671107,Esplanade 99,Manhattan,Upper West Side,40.79751,-73.9707,Private room,65.0,30,1,No rating,Studio,1,1
986778683331694713,Rental unit in New York,314025551,Madison,Manhattan,Chelsea,40.75013944625673,-74.00272134762609,Entire home/apt,109.0,1,10,4.60,1,3,1
52967909,Rental unit in Brooklyn,8661571,Naa-Sakle,Brooklyn,Bedford-Stuyvesant,40.68183,-73.92113,Private room,106.0,30,38,4.76,1,2,1
45578986,Rental unit in New York,51501835,Jeniffer,Manhattan,Upper East Side,40.78225,-73.95408,Entire home/apt,95.0,30,5,4.80,Studio,1,1
18359018,Rental unit in New York,51501835,Jeniffer,Manhattan,Upper East Side,40.78118,-73.95306,Entire home/apt,100.0,30,11,4.64,Studio,1,1
9324841,Loft in Brooklyn,9659504,Danny,Brooklyn,Williamsburg,40.71499,-73.9463,Entire home/apt,300.0,30,10,5.0,1,1,1
37002006,Condo in Brooklyn,9614389,Adam,Brooklyn,Williamsburg,40.71147,-73.94896,Entire home/apt,270.0,30,89,4.94,1,1,1
15343302,Rental unit in New York,28629925,Michelle,Manhattan,Harlem,40.81011,-73.94404,Entire home/apt,250.0,30,5,5.0,2,2,1
5231817,Rental unit in New York,2119276,Urban Furnished,Manhattan,Upper East Side,40.75966,-73.96124,Entire home/apt,119.0,30,14,4.43,1,1,1
870420092221946863,Rental unit in New York,23772724,The Local Stay,Manhattan,Upper East Side,40.78185234345066,-73.94543096169875,Entire home/apt,92.0,30,1,No rating,2,2,1
744749403071337881,Rental unit in New York,113723310,MyNyHousing,Manhattan,East Harlem,40.78695,-73.94853,Entire home/apt,200.0,30,2,No rating,2,3,2
4472978,Rental unit in New York,5800619,Catia,Manhattan,Chelsea,40.75398,-73.99982,Entire home/apt,245.0,30,337,4.92,Studio,1,1
803164825503033179,Rental unit in New York,66989673,Theresa,Manhattan,Upper East Side,40.77810631619634,-73.95430890116126,Entire home/apt,950.0,30,7,5.0,3,3,3
45378043,Rental unit in New York,305240193,June,Manhattan,Upper East Side,40.776683131766944,-73.94496253081346,Private room,92.0,30,1,No rating,1,1,0
859283264753786335,Rental unit in New York,486475503,Brandy,Manhattan,Upper East Side,40.78155,-73.9564,Entire home/apt,318.0,30,10,4.80,3,3,2
762913725556641417,Rental unit in Queens,471850331,Zipporah,Queens,St. Albans,40.70495,-73.75051,Entire home/apt,100.0,30,21,4.81,1,2,1
656572443194920483,Townhouse in Brooklyn,24273714,Aracelis,Brooklyn,Flatbush,40.63308,-73.95073,Private room,50.0,30,39,4.85,1,1,1
46335178,Rental unit in New York,51501835,Jeniffer,Manhattan,Upper East Side,40.78213,-73.95269,Entire home/apt,95.0,30,5,4.60,Studio,1,1
529737934145319533,Rental unit in Brooklyn,432233993,Bruce,Brooklyn,Bay Ridge,40.62159,-74.02258,Private room,72.0,30,45,4.91,1,1,1.5
984445638191850238,Rental unit in New York,520241649,Regina,Manhattan,SoHo,40.72308560547004,-74.00409227189833,Entire home/apt,175.0,5,1,No rating,1,1,1
707396,Condo in New York,3636235,Ari,Manhattan,East Village,40.72544,-73.9805,Private room,499.0,30,140,4.87,2,3,1
993725705481168852,Rental unit in New York,243489304,Jack,Manhattan,Lower East Side,40.71312012658475,-73.98702905387101,Private room,83.0,3,4,4.0,1,1,1
51510371,Townhouse in Brooklyn,363928053,Chida,Brooklyn,Kensington,40.64344,-73.98187,Private room,53.0,30,25,4.64,1,1,1
699739396985754578,Rental unit in Queens,130186976,Challen,Queens,St. Albans,40.69251,-73.75652,Entire home/apt,169.0,30,34,4.74,1,1,1
651449714253705996,Rental unit in New York,21849863,Justin,Manhattan,East Village,40.72561549037079,-73.9840586115089,Entire home/apt,99.0,30,43,4.93,1,1,1
912574354751697614,Rental unit in New York,480603123,Angel,Manhattan,Lower East Side,40.7152692973966,-73.9814778268193,Private room,40.0,30,1,No rating,1,1,2
721762,Rental unit in New York,3726366,Damian,Manhattan,East Village,40.72585,-73.98542,Entire home/apt,89.0,30,95,4.71,1,1,1
12190880,Rental unit in New York,65527002,Sissy,Manhattan,Upper West Side,40.79512,-73.96325,Private room,90.0,30,90,4.87,1,1,1
1006790907208361631,Rental unit in New York,537267374,Renato,Manhattan,Upper East Side,40.77669,-73.95299,Entire home/apt,149.0,3,7,4.86,1,1,1
318021,Rental unit in New York,1632149,Michael,Manhattan,Harlem,40.80272,-73.95316,Private room,110.0,30,91,4.97,1,1,1
49835791,Rental unit in Brooklyn,50377301,Ishmael,Brooklyn,Williamsburg,40.70765,-73.94983,Entire home/apt,165.0,30,155,4.82,1,1,1
52824025,Rental unit in Brooklyn,307345384,Luis,Brooklyn,Williamsburg,40.71307,-73.95633,Entire home/apt,390.0,30,22,4.82,2,2,1
50695926,Serviced apartment in Brooklyn,3223938,Eugene,Brooklyn,Bushwick,40.6898,-73.92042,Private room,31.0,90,1,No rating,1,1,1
198478,Rental unit in New York,968805,Lennay,Manhattan,Upper East Side,40.7794,-73.95096,Private room,70.0,30,41,4.83,1,1,1
8664611,Townhouse in Staten Island,45519775,Ayman,Staten Island,West Brighton,40.62872,-74.12154,Entire home/apt,86.0,30,230,4.89,Studio,3,1
